CaseOrder,Population,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Port_modem_Yes,Tablet_Yes,Phone_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,PaperlessBilling_Yes,Contract_One_Year,Contract_Two_Year,InternetService_Fiber_Optic,InternetService_None,PaymentMethod_CC,PaymentMethod_ECheck,PaymentMethod_MCheck
2744,16350,6.162241,12,0,0,11.84082,152.466,1318.102379,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
2745,117,9.217962,16,0,0,3.660516,232.6415,998.0643375,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
2746,3519,12.10772,11,0,0,12.22942,132.466,1718.405985,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
2747,141,11.78093,9,1,0,16.57284,204.9634,1836.91871,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0
2748,17923,8.227196,11,1,1,15.80736,210.1518,2083.424243,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2749,3988,5.57327,10,0,1,8.295192,230.1051,1332.732935,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
2750,1419,3.27964,13,0,0,11.38275,267.6647,1636.428296,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2751,748,3.059459,12,0,0,6.780515,222.65,1158.10468,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
2752,182,9.367555,12,0,1,8.27839,169.9447,1169.714886,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2753,49019,14.48109,11,0,0,9.151288,242.6143,1369.012136,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2754,4634,12.01958,8,0,0,1.835564,172.4624,387.3140839,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
2755,1831,12.7185,17,1,0,10.44767,162.4653,1810.906541,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2756,672,6.796318,11,0,0,8.612474,149.9447,1425.150573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2757,4993,5.737969,12,2,1,3.122125,149.9915,631.6069096,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
2758,3275,7.618887,11,2,0,10.49269,172.4705,1601.994832,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
2759,674,11.26555,10,1,0,5.679237,204.9797,895.0975786,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
2760,7900,9.505342,10,1,1,1.050155,157.4698,223.4765826,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
2761,4134,8.304309,9,0,1,10.68972,157.4698,1221.300132,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
2762,4709,4.823366,10,1,0,2.210399,217.4725,731.2638925,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1
2763,5831,12.01856,14,1,1,18.2103,207.6386,2150.497966,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2764,52454,10.67666,10,1,0,13.09427,147.4564,1732.048832,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2765,1554,8.343598,15,0,1,1.201025,149.9915,540.3210772,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
2766,13,8.630403,14,1,1,6.246939,179.9476,904.6029537,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0
2767,10218,10.3229,13,3,1,4.600047,192.4567,649.075085,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
2768,4807,4.509935,15,3,0,9.30555,172.4579,1204.289565,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
2769,3895,5.959998,19,0,0,18.55263,232.652,2274.334534,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
2770,563,10.90456,6,1,0,13.12228,119.9568,1711.957507,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2771,12453,11.44963,11,1,0,10.51089,92.45514,1287.261282,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2772,1478,11.17062,12,2,1,12.81579,197.4702,1813.141473,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
2773,16882,7.365589,11,1,0,11.16354,169.9741,1326.083123,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2774,398,11.35748,18,0,0,12.01983,164.9853,2037.009094,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0
2775,1702,9.635516,19,1,0,6.021823,169.9378,663.9805561,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
2776,151,13.45991,15,1,0,23.99384,172.4567,2615.909854,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
2777,1131,9.79011,8,1,0,8.100668,182.4433,1598.041286,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2778,8112,9.22053,14,3,1,18.47356,127.4783,2030.890872,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2779,973,8.63279,9,0,2,14.62117,120.0035,1595.672481,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
2780,2739,11.48109,11,0,0,12.95415,137.4684,1461.63528,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1
2781,803,9.850349,8,2,1,3.588245,124.9935,452.390983,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
2782,4906,6.257899,18,1,1,14.36866,184.967,1594.517874,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
2783,2119,10.45045,10,1,0,6.30655,139.983,1165.890091,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
2784,114,9.21677,12,0,0,18.94429,210.138,2087.462333,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
2785,149,10.30116,17,0,0,3.474901,172.4579,733.0960018,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
2786,28596,11.91801,15,2,1,3.341126,227.4754,694.2731917,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
2787,1193,9.662081,12,1,1,4.761845,132.466,1290.636519,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
2788,497,7.154983,12,1,0,20.22924,127.4601,2166.207365,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2789,916,8.73353,9,1,1,6.487048,102.4746,655.1704765,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
2790,942,4.984535,11,1,2,20.32585,139.9979,1989.74777,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0
2791,9111,9.818035,17,0,0,12.24637,152.4441,1795.595369,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
2792,610,7.290001,16,3,0,14.63647,267.6647,2210.449566,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0
2793,6818,12.22851,5,3,1,4.833414,172.4555,673.8697136,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
2794,359,11.64795,7,0,0,5.705638,159.9875,602.0049206,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2795,22201,10.37839,15,0,0,12.55315,182.447,1357.88248,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
2796,1345,7.319997,9,1,0,1.059865,130.0064,380.7812664,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2797,131,9.457995,7,0,1,13.47613,172.4885,1838.415776,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
2798,183,12.55328,8,2,0,9.887746,139.9678,991.6943982,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
2799,7,15.71715,15,3,0,6.853152,149.9741,1313.391104,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
2800,648,4.945596,14,0,1,2.213342,265.147,1018.286618,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
2801,34305,10.5802,12,1,0,5.954975,117.4392,1069.152457,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2802,198,10.42441,10,2,0,8.316193,127.4887,921.8193418,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
2803,7415,12.10189,13,1,0,8.081086,242.6281,1387.096942,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0
2804,302,14.08029,12,0,0,5.000016,202.6362,1481.311788,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
2805,1871,10.35591,12,2,2,3.469341,200.1185,1376.444987,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
2806,10911,12.47126,6,0,1,7.874579,210.127,1215.186143,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
2807,33960,12.24189,21,2,0,11.70115,124.9781,1131.849487,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
2808,393,13.15573,14,0,0,3.890319,149.9928,993.4525617,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
2809,11342,10.15032,12,1,0,14.7867,124.9935,1404.351494,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
2810,217,8.528837,12,0,0,11.71559,119.9897,1283.330518,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
2811,21572,11.6262,15,0,0,4.995373,265.1283,1186.556596,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
2812,14318,10.25116,17,0,0,11.56278,214.9525,1325.414246,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
2813,24780,8.383382,9,2,0,18.7404,162.4689,1864.692477,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
2814,14687,4.742341,15,0,0,8.479465,147.5031,1078.756333,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0
2815,4350,11.57381,10,0,0,13.03957,150.0208,1501.37548,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0
2816,937,9.92207,12,2,1,4.99913,174.991,945.3922235,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1
2817,302,13.42022,10,0,2,2.108436,172.4733,702.1831409,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2818,145,11.02021,9,1,0,4.848049,149.9778,458.1425479,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0
2819,77,9.610448,10,1,3,14.06379,137.4872,1271.791514,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
2820,3739,12.5508,8,1,1,12.67943,220.1615,1829.634417,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
2821,338,9.074415,11,1,0,11.2075,184.9797,1977.058574,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2822,3620,2.874643,16,1,0,7.837878,230.1051,1152.27854,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2823,25607,6.80751,11,0,0,4.845811,222.65,1057.31768,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
2824,4406,4.628556,16,1,1,3.852241,149.989,670.3465702,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
2825,5264,12.97945,5,2,0,11.55831,192.4404,1538.887965,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1
2826,24,9.108418,18,1,0,5.389466,142.4526,1322.429941,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
2827,3417,12.52668,12,1,1,10.93329,152.466,1167.924948,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
2828,46545,12.84461,13,0,1,8.259716,255.1555,1380.765825,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
2829,8488,6.597598,14,0,0,3.157767,172.4555,675.3184526,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
2830,15521,14.413,12,0,0,2.185047,159.9805,472.1439723,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
2831,0,10.17097,12,1,0,4.612442,235.1591,1114.048401,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
2832,2007,11.05648,14,1,1,10.75614,117.472,962.301603,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
2833,3525,7.831413,13,1,0,14.37481,172.4441,1593.966861,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
2834,8225,8.758616,13,0,2,5.447689,230.1051,885.0263451,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
2835,11371,2.463144,14,1,1,12.29962,184.9853,1418.813901,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
2836,1132,9.329583,7,0,0,12.57563,124.9781,1185.107111,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
2837,9982,6.029026,14,0,1,7.606099,152.4884,1072.186545,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
2838,1788,9.909339,15,1,0,6.79324,190.1599,1161.691491,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2839,1268,10.17293,11,4,0,4.753084,164.967,1206.589518,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0
2840,1955,9.570126,8,1,0,21.0878,174.9768,2588.430434,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2841,3867,11.31573,8,1,0,15.33274,232.6228,1983.300598,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0
2842,1061,12.76234,13,1,1,11.47008,169.9447,1323.764927,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
2843,4212,7.834846,15,0,0,3.631024,112.4551,463.9097938,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2844,2159,11.09531,13,2,0,27.0293,220.1185,2794.920011,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
2845,2467,5.561109,11,3,0,13.21554,220.1149,2181.086069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2846,19,15.02079,8,3,0,15.97096,152.4742,1993.401196,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
2847,2983,6.101071,10,0,0,8.0239,157.4698,867.8924387,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2848,194,10.43971,15,1,0,5.448172,225.132,1540.445045,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
2849,568,12.98257,9,1,0,8.306218,164.9889,1064.595704,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0
2850,6022,9.983208,16,2,0,3.600682,207.6386,935.8715835,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
2851,823,6.458755,14,2,0,4.459993,222.6654,1014.955092,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
2852,31758,8.044454,5,1,1,11.40421,159.9794,1603.711289,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
2853,767,11.61411,15,0,1,12.86853,169.9671,1580.727843,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
2854,5622,11.33707,6,1,0,9.546909,204.9496,1264.373724,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
2855,22127,9.974199,16,3,0,4.424083,245.1612,1151.054935,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0
2856,154,7.681019,12,1,0,1.462471,169.9447,447.1773574,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0
2857,22425,6.327621,10,0,0,9.952476,182.49,1301.393401,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0
2858,1811,14.11844,11,0,0,1.133367,212.6228,1227.924743,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2859,133,10.12377,12,1,0,14.40435,137.4836,2060.606368,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2860,14386,9.651896,14,0,0,4.300397,204.9797,752.2906635,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0
2861,2012,7.798421,12,0,0,8.36006,262.6106,1432.224687,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
2862,730,10.45427,12,0,1,9.693608,129.9598,1607.273001,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2863,589,12.77256,9,1,0,8.24734,162.4538,1667.506374,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
2864,1286,11.35043,7,1,0,10.8754,152.4555,1837.760704,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
2865,190,8.270725,14,1,1,6.067975,192.4885,722.5123131,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
2866,5622,11.39269,8,1,0,5.602813,139.9568,756.3419475,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2867,925,6.726676,9,0,0,9.938487,194.9992,1240.679237,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0
2868,1430,8.989551,12,2,0,13.96391,139.9512,1745.07852,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2869,51667,9.818493,8,1,0,9.841833,210.138,1276.902314,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0
2870,28,12.54048,16,0,0,5.129029,95.01949,794.1801028,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
2871,41149,7.580234,13,1,1,3.612294,149.9447,1195.475034,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2872,647,13.1997,14,2,0,9.430096,159.9349,1215.994181,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0
2873,20501,4.527242,15,1,1,6.699323,192.4567,939.6683701,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0
2874,24634,14.83341,15,3,0,6.895966,127.4887,1063.884067,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2875,1539,12.09619,13,0,1,16.56847,255.1336,2528.759994,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
2876,487,6.601125,11,1,0,16.71459,92.45514,1844.526573,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2877,7617,13.01529,10,3,1,16.48485,179.9476,1952.410832,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2878,956,16.09553,13,0,0,2.458795,147.4564,1076.991137,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2879,78,10.32418,12,0,0,6.6307,169.9447,765.1823242,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
2880,12327,7.070888,16,0,1,11.52687,149.9776,1498.93018,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
2881,390,10.80585,8,2,0,2.984004,137.4836,1091.509603,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
2882,9236,8.868239,8,1,1,4.646695,237.6549,1658.402714,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
2883,3739,8.733741,11,1,0,22.24529,137.4872,2004.460047,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
2884,11173,7.364011,8,1,0,14.89363,107.5286,1520.458929,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0
2885,2090,13.28585,12,2,0,6.140643,137.4686,924.5326675,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
2886,15517,6.889062,16,1,1,19.6274,137.4872,1756.84915,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0
2887,16845,7.580987,13,0,0,13.49323,127.4887,1406.307337,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
2888,1117,9.653612,5,0,0,12.69289,114.9658,1398.161322,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2889,3769,10.82253,11,2,1,18.58829,222.6362,2192.448535,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
2890,13,8.059068,11,0,1,14.34935,187.656,1750.253059,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
2891,221,8.226403,10,1,0,7.881289,174.9768,1303.89059,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
2892,11118,9.904595,14,2,0,4.63962,235.1417,1439.765003,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
2893,2103,10.36695,16,2,0,10.76391,184.9647,1410.343155,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
2894,499,11.00923,12,0,0,12.47148,147.4421,1103.016586,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2895,4242,13.03944,9,1,0,8.387102,174.9755,1282.323667,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
2896,6297,11.76312,9,1,1,12.89076,214.9663,1548.154792,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
2897,10977,6.146076,12,2,1,6.726078,147.4564,1212.659466,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2898,3671,9.92622,11,1,0,14.72164,95.01949,1488.056133,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0
2899,1420,2.747035,13,0,1,6.915354,227.4754,1137.782472,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0
2900,20375,12.2307,9,0,2,12.23126,169.9671,1393.130581,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0
2901,39,6.018375,16,0,0,11.26136,152.4798,1263.915496,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
2902,4787,12.54931,13,0,0,9.448434,252.6378,1489.056859,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
2903,2153,12.76686,10,1,0,21.25517,182.4608,2320.769374,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
2904,38753,11.32795,11,0,0,7.467093,219.9902,1254.859385,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0
2905,745,6.407701,13,2,0,5.669803,107.482,1104.543998,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2906,5025,6.838437,10,1,1,13.09678,139.9816,1596.175795,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
2907,34941,5.754038,5,2,0,6.224413,149.9483,764.0244287,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
2908,5642,12.99932,9,0,0,16.25655,127.4586,1722.032536,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1
2909,2919,9.995799,12,1,0,10.74959,220.1185,1493.782205,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
2910,1692,9.959938,13,2,1,16.42222,217.4725,1962.047024,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0
2911,694,8.967992,13,2,0,5.585075,195.0062,768.7084381,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
2912,62131,6.991807,15,1,0,3.583025,159.9349,719.7798137,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2913,1051,8.472212,13,0,0,10.48284,230.1051,1308.7086,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
2914,303,11.14249,15,1,0,2.457741,92.45514,709.6900125,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2915,9627,5.620259,13,0,0,5.006746,164.9647,1221.36675,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
2916,366,5.902462,17,1,0,17.53363,199.9902,2517.584249,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2917,97,11.62995,12,2,1,11.9781,245.175,1704.872057,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
2918,16665,12.19992,9,1,0,21.06329,127.4958,1932.26875,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1
2919,140,10.56558,12,1,2,9.453234,182.4538,1174.54568,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2920,1075,9.702895,11,1,2,3.109148,194.9699,581.9611419,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0
2921,2101,8.870546,13,3,1,16.93921,167.4564,1810.474782,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
2922,3052,4.575379,9,1,0,10.16511,174.9581,1821.752133,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2923,4821,12.964,8,0,0,2.598272,127.4601,917.5571323,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2924,2778,10.06356,10,1,1,1.717806,147.4564,863.6296514,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
2925,14673,8.327232,15,1,0,2.224742,177.4876,948.6927365,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
2926,141,10.19137,12,1,1,10.7668,204.9797,1412.381474,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
2927,1012,11.2239,8,1,0,4.847252,219.9902,946.5642973,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
2928,7354,20.30462,19,1,1,11.16076,124.9607,1663.235204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2929,3492,12.80332,9,0,1,1.200249,194.9663,860.4509841,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2930,46327,11.67122,12,2,0,21.53238,204.9634,2380.995294,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0
2931,11595,12.21062,14,0,0,5.656086,152.5022,859.2099751,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
2932,332,7.262788,14,0,1,8.840599,194.9744,1209.038145,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
2933,1843,8.601513,20,2,0,22.38582,157.4836,2149.727449,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2934,34381,8.665467,15,1,0,9.417302,245.147,1860.127661,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2935,55,10.65341,11,0,1,4.278907,117.4835,822.5599233,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
2936,1547,12.47288,13,3,0,4.799511,174.9755,792.3707277,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
2937,2667,8.521897,13,1,0,32.97693,149.9621,3035.613983,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
2938,19713,9.283462,7,0,0,12.05316,212.6415,1875.734695,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2939,3766,10.99491,9,1,3,3.294082,159.965,577.1681107,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
2940,39344,11.15522,15,2,0,7.129721,114.9728,905.0282527,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
2941,226,6.471399,13,1,0,15.23335,192.4705,1752.536989,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
2942,19649,7.197275,10,0,0,4.273105,147.4893,678.2257258,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
2943,8103,11.34425,16,1,0,13.19046,162.4608,1908.654798,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
2944,64,15.16412,8,0,0,10.91353,159.983,1163.07255,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
2945,3817,6.969893,9,3,0,10.3362,222.6143,1776.804483,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
2946,135,6.850694,12,0,0,12.24574,184.9797,1822.961538,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
2947,262,4.585813,12,0,2,13.62126,169.9378,1599.005155,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
2948,708,11.02008,10,1,1,12.73029,152.4742,1705.874036,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0
2949,1253,9.403453,13,2,0,8.681614,245.1457,1501.794265,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
2950,8601,5.672009,9,1,1,15.38202,147.4783,1414.219141,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
2951,267,11.41187,9,1,0,7.513611,149.9707,797.0949032,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
2952,8261,10.67622,12,1,1,11.05993,242.6143,1567.299499,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0
2953,71763,9.593637,5,0,1,6.611955,194.9744,901.8396595,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
2954,1176,6.165032,12,0,0,9.040057,197.4876,1380.469032,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
2955,40041,14.37122,10,0,1,25.11299,125.0073,2275.551071,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
2956,17042,13.48312,11,0,0,16.12811,162.497,2138.11032,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
2957,84,13.45773,11,1,1,7.845114,129.9778,1305.921354,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2958,6274,9.742724,8,1,1,7.773669,124.9781,888.4950848,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2959,27649,11.64537,15,2,0,10.92196,182.497,1256.45775,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1
2960,56446,5.84912,7,0,0,8.259385,184.9963,1262.417547,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
2961,26238,5.881182,11,2,0,10.41798,117.4686,1574.707587,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
2962,2387,11.27574,13,2,1,9.561875,107.4806,1108.368947,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2963,2049,6.599123,16,0,0,5.464488,172.5104,812.928535,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1
